title,engine,gearbox,body,wheel,condition,creation_date,views_cnt,owners,pts,accident,customs,transmission,color,mileage,year,real_owner,price,dealer
BMW X6 40i III (G06),3.0 л / 265 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,1 ноября,602 (69 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,10 км,2022,0,5 100 000 ₽,1
BMW 3 серии 320d VI (F3x) Рестайлинг,2.0 л / 245 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,5 ноября,199 (50 сегодня),1 владелец,Оригинал,1,Растаможен,задний,синий,67 000 км,2018,1,2 550 000 ₽,0
BMW X5 30d IV (G05),3.0 л / 235 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,128 (32 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,66 600 км,2019,0,1 299 000 ₽,0
BMW 4 серии 428i F32/F33/F36,3.0 л / 340 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,6 ноября,59 (59 сегодня),1 владелец,Оригинал,0,Растаможен,полный,белый,80 000 км,2015,0,14 990 000 ₽,0
BMW X5 30d II (E70),4.4 л / 530 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,24 октября,3666 (198 сегодня),1 владелец,Оригинал,1,Растаможен,полный,серый,153 321 км,2010,0,8 900 000 ₽,1
BMW X7 40d I (G07),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,125 (39 сегодня),3 или более,Оригинал,1,Растаможен,задний,чёрный,18 км,2022,0,4 350 000 ₽,0
BMW X6 M50i III (G06),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 ноября,71 (71 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,19 325 км,2020,0,2 480 000 ₽,0
"BMW 4 серии 420d G22, G23, G26",2.0 л / 252 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,2 ноября,590 (83 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,16 280 км,2021,0,2 198 000 ₽,1
BMW X3 20d xDrive II (F25) Рестайлинг,3.0 л / 500 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,6 ноября,36 (36 сегодня),1 владелец,Оригинал,0,Растаможен,задний,серый,69 800 км,2015,0,12 470 000 ₽,0
BMW 3 серии 330i xDrive VI (F3x) Рестайлинг,2.0 л / 184 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,24 октября,2387 (102 сегодня),3 или более,Дубликат,1,Растаможен,задний,чёрный,72 446 км,2017,0,1 030 000 ₽,1
BMW M4 GTS F82/F83,2.0 л / 184 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,3 ноября,569 (91 сегодня),2 владельца,Оригинал,1,Растаможен,полный,серый,107 км,2016,0,1 648 000 ₽,1
BMW 3 серии 320d V (E90/E91/E92/E93) Рестайлинг,3.0 л / 265 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,20 октября,1492 (59 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,141 336 км,2011,0,3 812 355 ₽,1
BMW 3 серии Gran Turismo 320d xDrive VI (F3x),2.5 л / 218 л.с. / Бензин,автоматическая,лифтбек,Левый,Не требует ремонта,4 октября,1706 (49 сегодня),3 или более,Оригинал,0,Растаможен,полный,синий,155 462 км,2014,0,639 000 ₽,1
BMW 5 серии 530d VII (G30/G31),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 сентября,3155 (39 сегодня),1 владелец,Оригинал,0,Растаможен,задний,серый,66 890 км,2019,0,2 450 000 ₽,1
BMW 3 серии 325xi V (E90/E91/E92/E93),1.6 л / 136 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,17 октября,2943 (81 сегодня),2 владельца,Оригинал,1,Растаможен,задний,чёрный,244 969 км,2009,0,749 000 ₽,1
BMW 3 серии 320d VII (G2x),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,13 сентября,10103 (238 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,122 537 км,2019,0,6 000 000 ₽,1
BMW 1 серии 116i II (F20/F21),4.4 л / 625 л.с. / Бензин,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,2 ноября,1450 (156 сегодня),2 владельца,Оригинал,0,Растаможен,полный,красный,94 783 км,2012,0,8 500 000 ₽,1
BMW X3 30d xDrive III (G01) Рестайлинг,1.8 л / 105 л.с. / Бензин,механическая,внедорожник 5 дв.,Левый,Не требует ремонта,11 сентября,5604 (63 сегодня),3 или более,Оригинал,0,Растаможен,задний,чёрный,45 000 км,2021,0,280 000 ₽,1
BMW M5 Competition VI (F90),2.0 л / 258 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,6 ноября,67 (67 сегодня),1 владелец,Оригинал,0,Растаможен,задний,чёрный,18 888 км,2018,0,2 800 000 ₽,0
BMW 3 серии 318i II (E30),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,5 ноября,129 (52 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,262 000 км,1985,0,2 800 000 ₽,0
BMW 6 серии Gran Turismo 630i IV (G32),3.0 л / 249 л.с. / Дизель,автоматическая,лифтбек,Левый,Не требует ремонта,16 октября,1659 (83 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,49 477 км,2017,0,4 000 000 ₽,1
BMW 3 серии 320d xDrive VI (F3x) Рестайлинг,2.0 л / 150 л.с. / Дизель,автоматическая,универсал 5 дв.,Левый,Не требует ремонта,24 октября,1044 (78 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,36 297 км,2019,0,2 620 000 ₽,1
BMW 7 серии Long 730Ld xDrive VI (G11/G12),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,8 августа,1138 (6 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,109 789 км,2018,0,3 780 000 ₽,1
BMW X2 xDrive18d I (F39),1.6 л / 136 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 ноября,34 (34 сегодня),2 владельца,Оригинал,0,Растаможен,задний,белый,50 000 км,2019,0,871 000 ₽,0
BMW 3 серии 320i xDrive VII (G2x),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,6 ноября,24 (24 сегодня),1 владелец,Оригинал,1,Растаможен,полный,синий,36 000 км,2021,0,9 900 000 ₽,0
BMW 1 серии 116i II (F20/F21),2.0 л / 190 л.с. / Дизель,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,28 октября,376 (17 сегодня),1 владелец,Оригинал,0,Растаможен,задний,чёрный,155 775 км,2013,0,2 297 000 ₽,1
BMW X5 30d IV (G05),4.4 л / 600 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 ноября,34 (34 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,1 300 км,2022,0,9 900 000 ₽,0
BMW 5 серии 520d VII (G30/G31),3.0 л / 245 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,20 октября,2976 (115 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,43 000 км,2017,0,3 230 000 ₽,1
BMW X6 M III (F96),3.0 л / 326 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,706 (87 сегодня),1 владелец,Оригинал,1,Растаможен,полный,синий,24 598 км,2020,0,4 590 000 ₽,1
BMW X6 30d I (E71) Рестайлинг,3.0 л / 340 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 ноября,12 (12 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,100 000 км,2014,1,3 448 000 ₽,0
