title,engine,gearbox,body,wheel,condition,creation_date,views_cnt,owners,pts,accident,customs,transmission,color,mileage,year,real_owner,price,dealer
BMW X3 20i xDrive II (F25),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 сентября,1241 (15 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,101 206 км,2013,0,5 150 000 ₽,1
BMW 6 серии 640i III (F06/F13/F12),2.0 л / 150 л.с. / Бензин,механическая,купе,Левый,Не требует ремонта,6 октября,372 (14 сегодня),1 владелец,Дубликат,1,Растаможен,задний,белый,74 361 км,2012,0,200 000 ₽,1
BMW 1 серии 116i II (F20/F21),2.0 л / 190 л.с. / Дизель,автоматическая,хэтчбек 3 дв.,Левый,Не требует ремонта,10 октября,430 (13 сегодня),2 владельца,Оригинал,0,Растаможен,полный,белый,116 604 км,2013,0,3 135 000 ₽,1
BMW X6 35i II (F16),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 октября,339 (24 сегодня),3 или более,Оригинал,1,Растаможен,полный,чёрный,75 500 км,2015,0,7 100 000 ₽,1
BMW X2 sDrive18i I (F39),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,86 (35 сегодня),2 владельца,Оригинал,1,Растаможен,полный,золотистый,32 791 км,2019,0,2 895 000 ₽,1
BMW 5 серии 525i V (E60/E61) Рестайлинг,3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,6 октября,8165 (195 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,185 500 км,2009,0,7 690 000 ₽,0
BMW 7 серии 730d xDrive VI (G11/G12) Рестайлинг,2.0 л / 150 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,28 сентября,1228 (38 сегодня),3 или более,Оригинал,0,Растаможен,полный,чёрный,15 005 км,2020,0,2 115 570 ₽,0
BMW X4 20i II (G02),2.0 л / 150 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 октября,178 (14 сегодня),3 или более,Оригинал,0,Растаможен,задний,чёрный,26 884 км,2020,0,1 008 000 ₽,1
BMW X3 20d xDrive III (G01),2.0 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,76 (14 сегодня),3 или более,Дубликат,0,Растаможен,полный,синий,20 230 км,2021,0,1 800 000 ₽,1
BMW X1 28i I (E84),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,1 ноября,60 (9 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,139 563 км,2010,0,3 050 000 ₽,1
BMW X1 18i sDrive II (F48),2.0 л / 249 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,138 (20 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,101 085 км,2019,0,3 350 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31) Рестайлинг,4.4 л / 555 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,31 октября,27 (5 сегодня),3 или более,Дубликат,0,Растаможен,полный,чёрный,11 187 км,2021,0,1 850 000 ₽,1
BMW 5 серии 520i IV (E39),3.0 л / 306 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,25 апреля,2786 (192 сегодня),3 или более,Оригинал,1,Растаможен,полный,серый,360 000 км,1996,0,3 020 000 ₽,0
BMW X3 20d xDrive III (G01),2.0 л / 249 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,134 (19 сегодня),2 владельца,Оригинал,1,Растаможен,задний,белый,73 064 км,2018,0,3 990 000 ₽,1
BMW X7 30d I (G07),2.0 л / 177 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,7 сентября,973 (8 сегодня),3 или более,Оригинал,0,Растаможен,полный,серый,87 358 км,2019,0,979 000 ₽,1
BMW 3 серии 320d xDrive VII (G2x),2.0 л / 184 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,31 октября,103 (7 сегодня),3 или более,Дубликат,1,Растаможен,полный,чёрный,73 221 км,2019,0,1 230 000 ₽,1
BMW X7 30d I (G07),5.0 л / 507 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,24 октября,312 (36 сегодня),3 или более,Дубликат,1,Растаможен,задний,белый,37 200 км,2019,0,2 250 000 ₽,0
BMW X1 18d xDrive II (F48),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,21 октября,58 (4 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,97 218 км,2018,0,3 575 000 ₽,1
BMW X1 18i I (E84) Рестайлинг,2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 октября,521 (19 сегодня),2 владельца,Оригинал,1,Растаможен,полный,синий,105 896 км,2014,0,1 447 000 ₽,1
BMW 3 серии 320d xDrive VI (F3x),4.4 л / 600 л.с. / Бензин,роботизированная,седан,Левый,Не требует ремонта,26 октября,585 (60 сегодня),1 владелец,Оригинал,1,Растаможен,задний,коричневый,97 000 км,2014,0,6 500 000 ₽,0
BMW X3 20d xDrive III (G01),1.5 л / 136 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,18 августа,143 (8 сегодня),2 владельца,Оригинал,0,Растаможен,задний,синий,86 234 км,2018,0,1 558 000 ₽,1
BMW 5 серии 530i xDrive VII (G30/G31),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,27 июня,2056 (24 сегодня),3 или более,Дубликат,0,Растаможен,полный,синий,31 669 км,2018,0,1 250 000 ₽,1
BMW X5 M I (E70),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,2 ноября,409 (65 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,180 000 км,2011,0,7 059 000 ₽,0
BMW X6 35i II (F16),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 октября,339 (24 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,75 500 км,2015,0,5 730 000 ₽,1
BMW 7 серии 730i VI (G11/G12),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,3 октября,793 (27 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,63 000 км,2018,1,3 300 000 ₽,0
BMW X1 20d I (E84),3.0 л / 258 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 октября,553 (21 сегодня),2 владельца,Оригинал,1,Растаможен,полный,коричневый,179 000 км,2010,0,2 700 000 ₽,1
BMW X1 20d I (E84) Рестайлинг,3.0 л / 320 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,4 октября,742 (28 сегодня),3 или более,Оригинал,1,Растаможен,задний,белый,158 000 км,2012,0,2 179 000 ₽,0
BMW M5 IV (E60/E61),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,1 сентября,15624 (150 сегодня),2 владельца,Оригинал,0,Растаможен,задний,зелёный,51 000 км,2008,0,2 497 000 ₽,0
BMW X3 20d xDrive III (G01),2.0 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,17 октября,484 (19 сегодня),3 или более,Оригинал,0,Растаможен,полный,синий,46 028 км,2019,0,1 350 000 ₽,1
BMW X3 20i xDrive II (F25),1.6 л / 136 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 сентября,1241 (15 сегодня),3 или более,Оригинал,1,Растаможен,задний,чёрный,101 206 км,2013,0,928 000 ₽,1
BMW M5 30 Jahre V (F10) Рестайлинг,4.4 л / 407 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,1 октября,3536 (100 сегодня),2 владельца,Оригинал,0,Растаможен,полный,серый,38 000 км,2014,0,1 697 000 ₽,0
BMW 1 серии 118i II (F20/F21) Рестайлинг 2,1.5 л / 140 л.с. / Бензин,роботизированная,хэтчбек 5 дв.,Левый,Не требует ремонта,31 октября,187 (37 сегодня),1 владелец,Оригинал,1,Растаможен,передний,красный,77 676 км,2018,0,2 260 000 ₽,1
BMW X3 20i xDrive II (F25),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,10 сентября,908 (41 сегодня),2 владельца,Оригинал,1,Растаможен,полный,серый,169 000 км,2014,0,1 975 000 ₽,0
BMW X5 30d IV (G05),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,19 августа,1935 (19 сегодня),2 владельца,Оригинал,0,Растаможен,задний,чёрный,41 000 км,2020,0,1 490 000 ₽,1
BMW X4 20d II (G02),2.0 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,13 (3 сегодня),2 владельца,Оригинал,0,Растаможен,задний,чёрный,13 534 км,2021,0,1 750 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,1 ноября,103 (4 сегодня),3 или более,Оригинал,1,Растаможен,полный,белый,83 570 км,2019,0,7 100 000 ₽,1
BMW 5 серии 530d xDrive VI (F10/F11/F07) Рестайлинг,1.5 л / 136 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,26 октября,488 (40 сегодня),2 владельца,Оригинал,1,Растаможен,задний,синий,111 317 км,2015,0,1 555 000 ₽,0
BMW 6 серии 640i III (F06/F13/F12),2.5 л / 218 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,6 октября,372 (14 сегодня),2 владельца,Оригинал,1,Растаможен,задний,белый,74 361 км,2012,0,756 000 ₽,1
BMW 5 серии 520d VII (G30/G31),2.0 л / 150 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,26 сентября,139 (1 сегодня),1 владелец,Оригинал,0,Растаможен,задний,коричневый,114 000 км,2018,0,2 430 000 ₽,1
BMW X3 20d xDrive II (F25),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 августа,2775 (10 сегодня),2 владельца,Оригинал,1,Растаможен,полный,красный,187 300 км,2011,0,2 895 000 ₽,1
BMW 1 серии 116i II (F20/F21),2.0 л / 190 л.с. / Дизель,автоматическая,хэтчбек 3 дв.,Левый,Не требует ремонта,10 октября,432 (15 сегодня),1 владелец,Оригинал,0,Растаможен,полный,белый,116 604 км,2013,0,2 750 000 ₽,1
BMW X6 50i I (E71),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,60 (15 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,83 512 км,2012,0,4 290 000 ₽,1
BMW X2 sDrive18i I (F39),1.5 л / 140 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,86 (35 сегодня),1 владелец,Оригинал,1,Растаможен,передний,золотистый,32 791 км,2019,0,1 750 000 ₽,1
BMW X4 20i I (F26),3.0 л / 320 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,110 (14 сегодня),3 или более,Оригинал,1,Растаможен,задний,чёрный,160 462 км,2015,0,2 179 000 ₽,1
BMW 5 серии 520i VI (F10/F11/F07) Рестайлинг,3.0 л / 245 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 октября,424 (34 сегодня),3 или более,Оригинал,1,Растаможен,полный,чёрный,159 356 км,2016,0,2 200 000 ₽,1
BMW 3 серии 320d VI (F3x),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,2 ноября,139 (21 сегодня),3 или более,Оригинал,1,Растаможен,задний,бежевый,92 000 км,2013,0,1 312 410 ₽,0
BMW X7 30d I (G07),2.0 л / 249 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,7 сентября,975 (10 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,87 358 км,2019,0,3 350 000 ₽,1
BMW 3 серии 318i VI (F3x) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,3 ноября,166 (50 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,81 410 км,2016,0,3 575 000 ₽,1
BMW 3 серии 325i V (E90/E91/E92/E93),3.0 л / 333 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,6 ноября,44 (44 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,221 100 км,2008,0,9 600 000 ₽,1
BMW 3 серии 318d VII (G2x),2.5 л / 192 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,2 ноября,222 (41 сегодня),3 или более,Оригинал,1,Растаможен,задний,синий,105 000 км,2019,1,280 000 ₽,0
BMW 3 серии 320d xDrive VII (G2x),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,31 октября,103 (7 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,73 221 км,2019,0,3 050 000 ₽,1
BMW 3 серии 320d xDrive VI (F3x) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,21 сентября,366 (8 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,64 000 км,2016,1,3 300 000 ₽,0
BMW X4 20i II (G02),3.0 л / 265 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 октября,178 (14 сегодня),3 или более,Оригинал,0,Растаможен,полный,чёрный,26 884 км,2020,0,3 200 000 ₽,1
BMW X1 18i sDrive II (F48),1.9 л / 140 л.с. / Бензин,механическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,138 (20 сегодня),3 или более,Дубликат,1,Растаможен,задний,белый,101 085 км,2019,0,200 000 ₽,1
BMW 6 серии 640i III (F06/F13/F12),1.5 л / 136 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,6 октября,375 (17 сегодня),1 владелец,Оригинал,1,Растаможен,задний,белый,74 361 км,2012,0,1 750 000 ₽,1
BMW X5 30d II (E70) Рестайлинг,2.0 л / 156 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,21 сентября,459 (14 сегодня),1 владелец,Оригинал,1,Растаможен,задний,белый,235 000 км,2012,0,2 800 000 ₽,0
BMW 5 серии 520i VI (F10/F11/F07) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,29 сентября,323 (16 сегодня),2 владельца,Оригинал,1,Растаможен,задний,белый,148 204 км,2014,0,2 497 000 ₽,1
BMW 5 серии 530i xDrive VII (G30/G31),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,27 июня,2059 (27 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,31 669 км,2018,0,3 178 000 ₽,1
BMW X3 20d xDrive III (G01),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,17 октября,486 (21 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,46 028 км,2019,0,5 730 000 ₽,1
BMW X6 40i III (G06),4.4 л / 286 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 октября,290 (19 сегодня),2 владельца,Оригинал,0,Растаможен,задний,чёрный,37 000 км,2021,0,780 000 ₽,0
BMW 5 серии 525i IV (E39) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,20 октября,1406 (66 сегодня),1 владелец,Оригинал,0,Растаможен,полный,зелёный,417 777 км,2001,0,4 450 000 ₽,0
BMW X3 20d xDrive III (G01),1.6 л / 136 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,18 августа,143 (8 сегодня),3 или более,Оригинал,0,Растаможен,задний,синий,86 234 км,2018,0,915 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31),2.0 л / 177 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,1 ноября,105 (6 сегодня),3 или более,Оригинал,1,Растаможен,полный,белый,83 570 км,2019,0,979 000 ₽,1
BMW 7 серии Long 730Ld xDrive VI (G11/G12),2.0 л / 150 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,5 октября,2053 (49 сегодня),3 или более,Дубликат,1,Растаможен,задний,белый,70 000 км,2016,0,185 000 ₽,0
BMW 3 серии Compact 318i III (E36),3.3 л / 360 л.с. / Бензин,механическая,хэтчбек 3 дв.,Левый,Не требует ремонта,9 октября,2885 (85 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,100 000 км,1997,0,2 500 000 ₽,0
BMW 3 серии 318i VI (F3x) Рестайлинг,4.4 л / 407 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,16 октября,405 (13 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,94 000 км,2017,0,1 697 000 ₽,1
BMW 3 серии 318i VII (G2x),2.0 л / 218 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,16 сентября,1863 (23 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,40 000 км,2020,0,1 190 000 ₽,1
BMW 5 серии 520d VII (G30/G31),4.4 л / 407 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,26 сентября,141 (3 сегодня),3 или более,Дубликат,0,Растаможен,задний,коричневый,114 000 км,2018,0,815 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31),2.0 л / 190 л.с. / Дизель,автоматическая,универсал 5 дв.,Левый,Не требует ремонта,21 октября,347 (12 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,71 863 км,2018,0,3 444 000 ₽,1
BMW X4 20d II (G02),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,13 (3 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,13 534 км,2021,0,3 575 000 ₽,1
BMW 7 серии 740i III (E38) Рестайлинг,3.0 л / 510 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,2 октября,4287 (75 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,270 000 км,2000,0,11 800 000 ₽,0
BMW X3 20d xDrive III (G01),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,78 (16 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,20 230 км,2021,0,3 444 000 ₽,1
BMW 3 серии 316i VI (F3x),2.0 л / 249 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,25 октября,547 (51 сегодня),1 владелец,Оригинал,1,Растаможен,полный,серебристый,179 287 км,2013,0,3 350 000 ₽,1
BMW X1 20d I (E84),4.4 л / 407 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 октября,556 (24 сегодня),2 владельца,Оригинал,1,Растаможен,полный,коричневый,179 000 км,2010,0,1 697 000 ₽,1
BMW 5 серии 520i IV (E39),3.0 л / 306 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,11 августа,4450 (178 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,386 000 км,1997,0,3 900 000 ₽,0
BMW M3 III (E46),2.0 л / 190 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,11 июля,17666 (85 сегодня),2 владельца,Оригинал,1,Растаможен,задний,зелёный,100 000 км,2002,0,2 497 000 ₽,0
BMW X6 50i I (E71),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,60 (15 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,83 512 км,2012,0,4 450 000 ₽,1
BMW X1 25d I (E84) Рестайлинг,2.0 л / 177 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,27 октября,588 (48 сегодня),3 или более,Оригинал,1,Растаможен,полный,белый,175 000 км,2012,0,979 000 ₽,0
BMW 7 серии 750i V (F01/F02/F04),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,1 ноября,380 (73 сегодня),3 или более,Оригинал,1,Растаможен,полный,чёрный,175 000 км,2008,0,1 800 000 ₽,0
BMW 3 серии 320d xDrive VII (G2x),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,5 ноября,35 (14 сегодня),1 владелец,Оригинал,1,Растаможен,полный,синий,77 000 км,2019,0,5 730 000 ₽,1
BMW X3 20d xDrive III (G01),1.5 л / 140 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,17 октября,486 (21 сегодня),1 владелец,Оригинал,0,Растаможен,передний,синий,46 028 км,2019,0,2 260 000 ₽,1
BMW M3 Competition Package VI (G80),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,12 марта,19842 (99 сегодня),1 владелец,Оригинал,0,Растаможен,полный,зелёный,8 000 км,2021,0,2 530 000 ₽,0
BMW 3 серии 320d xDrive VII (G2x),3.0 л / 306 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,5 ноября,35 (14 сегодня),3 или более,Дубликат,1,Растаможен,полный,синий,77 000 км,2019,0,2 350 000 ₽,1
BMW 5 серии 530i xDrive VII (G30/G31),2.0 л / 192 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,27 июня,2059 (27 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,31 669 км,2018,0,3 200 000 ₽,1
BMW X6 50i I (E71),3.0 л / 306 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,60 (15 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,83 512 км,2012,0,1 850 000 ₽,1
BMW X5 35i III (F15),2.0 л / 245 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 сентября,165 (18 сегодня),3 или более,Оригинал,1,Растаможен,задний,белый,110 000 км,2016,0,1 837 000 ₽,0
BMW 5 серии 520d VII (G30/G31),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,26 сентября,141 (3 сегодня),2 владельца,Оригинал,0,Растаможен,полный,коричневый,114 000 км,2018,0,3 135 000 ₽,1
BMW X3 20d xDrive III (G01),2.0 л / 252 л.с. / Гибрид,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,3 ноября,78 (16 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,20 230 км,2021,0,3 350 000 ₽,1
BMW X1 20d I (E84),2.0 л / 249 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,16 октября,556 (24 сегодня),1 владелец,Оригинал,1,Растаможен,полный,коричневый,179 000 км,2010,0,5 600 000 ₽,1
BMW 3 серии 320d xDrive VI (F3x) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,18 октября,340 (17 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,180 000 км,2016,0,3 050 000 ₽,0
BMW X4 20d II (G02),3.0 л / 313 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,15 (5 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,13 534 км,2021,0,3 330 000 ₽,1
BMW X2 sDrive18i I (F39),3.0 л / 204 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,89 (38 сегодня),3 или более,Оригинал,1,Растаможен,задний,золотистый,32 791 км,2019,0,1 029 000 ₽,1
BMW 3 серии 320d xDrive VII (G2x),1.5 л / 136 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,9 октября,563 (14 сегодня),1 владелец,Оригинал,1,Растаможен,задний,серый,154 135 км,2019,0,1 649 000 ₽,1
BMW X6 40d I (E71),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,12 октября,258 (12 сегодня),3 или более,Оригинал,1,Растаможен,полный,чёрный,137 000 км,2011,0,3 690 000 ₽,0
BMW X2 xDrive20i I (F39),2.0 л / 184 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 сентября,616 (27 сегодня),2 владельца,Оригинал,1,Растаможен,полный,серый,35 500 км,2021,0,1 450 000 ₽,0
BMW X6 35i I (E71),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,37 (6 сегодня),2 владельца,Оригинал,1,Растаможен,полный,серый,157 248 км,2012,0,3 915 000 ₽,1
BMW 5 серии Long 528Li VI (F10/F11/F07) Рестайлинг,2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,19 октября,600 (7 сегодня),2 владельца,Дубликат,1,Растаможен,полный,синий,105 402 км,2014,0,1 971 000 ₽,1
BMW X3 20d xDrive III (G01),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,137 (22 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,73 064 км,2018,0,5 150 000 ₽,1
BMW 5 серии 530e xDrive VII (G30/G31),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,11 октября,671 (31 сегодня),3 или более,Дубликат,0,Растаможен,полный,чёрный,51 123 км,2019,0,4 025 000 ₽,0
BMW 5 серии 530i xDrive VII (G30/G31) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,29 сентября,638 (31 сегодня),1 владелец,Оригинал,1,Растаможен,задний,синий,12 000 км,2021,0,2 775 000 ₽,0
BMW X3 20d xDrive III (G01),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,18 августа,145 (10 сегодня),3 или более,Оригинал,0,Растаможен,полный,синий,86 234 км,2018,0,1 998 000 ₽,1
BMW 6 серии Gran Coupe 640d xDrive III (F06/F13/F12) Рестайлинг,3.0 л / 306 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,4 ноября,354 (89 сегодня),3 или более,Дубликат,1,Растаможен,полный,синий,38 560 км,2016,0,1 200 000 ₽,0
BMW 3 серии 330d IV (E46) Рестайлинг,2.0 л / 150 л.с. / Дизель,автоматическая,купе,Левый,Не требует ремонта,30 сентября 2021,47400 (111 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,238 000 км,2003,1,3 359 900 ₽,0
BMW 1 серии 118i II (F20/F21) Рестайлинг 2,3.0 л / 249 л.с. / Дизель,автоматическая,хэтчбек 5 дв.,Левый,Не требует ремонта,14 сентября,1630 (33 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,73 471 км,2019,0,9 025 000 ₽,1
BMW 5 серии 530d xDrive VII (G30/G31),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,28 октября,138 (7 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,72 600 км,2019,0,1 200 000 ₽,1
BMW X1 20d I (E84) Рестайлинг,3.0 л / 387 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 сентября,563 (37 сегодня),1 владелец,Оригинал,0,Растаможен,полный,белый,130 000 км,2014,0,6 735 000 ₽,0
